dataset,backbone,seed,phase,arm,mse,mae,static_mse,static_mae,mse_reduction_pct,mae_reduction_pct,state_bytes,lr,parameter_bytes,optimizer_bytes,context_bytes,schedule_bytes,method,cohort
bdg2_fox,dlinear,2,refit,,0.1758677574082741,0.2668853614701594,,,25.604840101905403,15.419972583109454,646112,,,,,,ELF,main
bdg2_fox,patchtst,0,legacy,,0.1566480864252824,0.2581215671036227,,,17.673383853790416,13.377056062325554,646112,,,,,,ELF,main
bdg2_fox,patchtst,0,refit,,0.1535307318860586,0.2558323232947879,,,14.187799555845691,11.534946952883828,646112,,,,,,ELF,main
bdg2_fox,patchtst,1,legacy,,0.1541200676591076,0.2568618023849832,,,16.508578805252007,12.65338478688368,646112,,,,,,ELF,main
bdg2_fox,patchtst,1,refit,,0.1527530039470835,0.2558588288572744,,,13.92574423293027,10.933195597294908,646112,,,,,,ELF,main
bdg2_fox,patchtst,2,legacy,,0.156612534656497,0.2585950918160283,,,14.661238408350952,11.668169784287771,646112,,,,,,ELF,main
bdg2_fox,patchtst,2,refit,,0.1533490251914321,0.2552618557197038,,,12.610372109060007,10.72557387222276,646112,,,,,,ELF,main
bdg2_panther,dlinear,0,legacy,,0.0645714094415725,0.1597659239202654,,,17.105741874654957,10.514549373205927,646112,,,,,,ELF,main
bdg2_panther,dlinear,0,refit,,0.0645722431195545,0.1598904003382136,,,16.494136965607154,10.0788719772695,646112,,,,,,ELF,main
bdg2_panther,dlinear,1,legacy,,0.0644993363564443,0.1596497756597401,,,17.665654561040846,10.98406149441342,646112,,,,,,ELF,main
bdg2_panther,dlinear,1,refit,,0.0645434901825356,0.1597654377856747,,,15.749849250320391,9.547881530647915,646112,,,,,,ELF,main
bdg2_panther,dlinear,2,legacy,,0.0647509063752711,0.1603996728104664,,,19.567780009569635,11.937951756927944,646112,,,,,,ELF,main
bdg2_panther,dlinear,2,refit,,0.0642866907592892,0.1593320453274469,,,16.177190205665337,9.994516256649188,646112,,,,,,ELF,main
bdg2_panther,patchtst,0,legacy,,0.064002084282525,0.1581299428926661,,,13.031596991027028,8.548972727467552,646112,,,,,,ELF,main
bdg2_panther,patchtst,0,refit,,0.0650313236580703,0.161036881655389,,,19.75754344513804,14.828317084899446,646112,,,,,,ELF,main
bdg2_panther,patchtst,1,legacy,,0.0642925832951033,0.1588220132687886,,,13.983705440824446,9.34604492584179,646112,,,,,,ELF,main
bdg2_panther,patchtst,1,refit,,0.0632984872062637,0.1569350022770851,,,12.291489280086154,7.513601242371015,646112,,,,,,ELF,main
bdg2_panther,patchtst,2,legacy,,0.0642108326159199,0.1591709056962753,,,12.012871322193307,7.429926213473381,646112,,,,,,ELF,main
bdg2_panther,patchtst,2,refit,,0.064072498488999,0.1596604406376917,,,16.53801904571377,12.762326096775178,646112,,,,,,ELF,main
